              0	 -0.244	 -0.229	  0.015	  0.237	 -0.130	 -0.107	 -0.044	 -0.120	 -0.056	  0.106	  0.197	  0.195	 -0.002	  0.060	 -0.009
              1	 -0.242	 -0.234	  0.009	  0.238	 -0.126	 -0.113	 -0.042	 -0.117	 -0.051	  0.110	  0.202	  0.198	 -0.002	  0.061	 -0.010
              2	 -0.241	 -0.234	  0.007	  0.238	 -0.124	 -0.114	 -0.044	 -0.118	 -0.053	  0.110	  0.201	  0.197	 -0.004	  0.056	 -0.009
              3	 -0.241	 -0.229	  0.012	  0.235	 -0.126	 -0.109	 -0.045	 -0.117	 -0.051	  0.112	  0.201	  0.197	 -0.002	  0.053	 -0.008
              4	 -0.232	 -0.227	  0.004	  0.230	 -0.118	 -0.112	 -0.045	 -0.117	 -0.050	  0.112	  0.200	  0.199	  0.001	  0.054	 -0.009
              5	 -0.226	 -0.233	 -0.007	  0.230	 -0.110	 -0.120	 -0.051	 -0.121	 -0.053	  0.107	  0.196	  0.194	  0.000	  0.056	 -0.009
              6	 -0.225	 -0.236	 -0.011	  0.231	 -0.106	 -0.124	 -0.052	 -0.121	 -0.054	  0.106	  0.194	  0.193	  0.001	  0.058	 -0.008
              7	 -0.234	 -0.234	  0.001	  0.234	 -0.117	 -0.117	 -0.049	 -0.117	 -0.051	  0.112	  0.199	  0.199	  0.002	  0.052	 -0.008
              8	 -0.234	 -0.233	  0.002	  0.234	 -0.118	 -0.116	 -0.051	 -0.118	 -0.050	  0.111	  0.201	  0.197	  0.001	  0.048	 -0.007
              9	 -0.224	 -0.235	 -0.012	  0.230	 -0.105	 -0.124	 -0.055	 -0.120	 -0.054	  0.108	  0.198	  0.194	  0.000	  0.049	 -0.006
             10	 -0.221	 -0.231	 -0.011	  0.226	 -0.104	 -0.121	 -0.054	 -0.123	 -0.054	  0.109	  0.199	  0.195	  0.001	  0.053	 -0.007
             11	 -0.227	 -0.228	 -0.001	  0.228	 -0.113	 -0.115	 -0.057	 -0.122	 -0.053	  0.108	  0.198	  0.196	  0.003	  0.062	 -0.005
             12	 -0.232	 -0.226	  0.006	  0.229	 -0.119	 -0.110	 -0.053	 -0.119	 -0.052	  0.109	  0.198	  0.198	  0.003	  0.061	 -0.005
             13	 -0.237	 -0.230	  0.008	  0.234	 -0.122	 -0.112	 -0.051	 -0.120	 -0.051	  0.111	  0.199	  0.199	  0.001	  0.050	 -0.005
             14	 -0.244	 -0.233	  0.012	  0.238	 -0.128	 -0.111	 -0.049	 -0.119	 -0.052	  0.113	  0.199	  0.202	  0.001	  0.053	 -0.005
             15	 -0.237	 -0.221	  0.016	  0.229	 -0.126	 -0.103	 -0.051	 -0.119	 -0.054	  0.110	  0.198	  0.202	  0.003	  0.059	 -0.005
             16	 -0.224	 -0.213	  0.011	  0.218	 -0.117	 -0.102	 -0.056	 -0.122	 -0.057	  0.106	  0.196	  0.197	  0.002	  0.058	 -0.005
             17	 -0.227	 -0.213	  0.013	  0.220	 -0.119	 -0.101	 -0.053	 -0.121	 -0.056	  0.106	  0.198	  0.198	  0.001	  0.059	 -0.004
             18	 -0.227	 -0.209	  0.018	  0.218	 -0.122	 -0.096	 -0.052	 -0.119	 -0.054	  0.108	  0.201	  0.199	  0.004	  0.066	 -0.003
             19	 -0.228	 -0.208	  0.019	  0.218	 -0.123	 -0.095	 -0.052	 -0.119	 -0.055	  0.109	  0.202	  0.197	  0.004	  0.067	 -0.003
             20	 -0.233	 -0.211	  0.021	  0.222	 -0.127	 -0.096	 -0.052	 -0.120	 -0.055	  0.108	  0.203	  0.197	  0.002	  0.057	 -0.003
             21	 -0.226	 -0.214	  0.013	  0.220	 -0.119	 -0.101	 -0.052	 -0.119	 -0.054	  0.109	  0.202	  0.197	 -0.001	  0.057	 -0.004
             22	 -0.226	 -0.216	  0.009	  0.221	 -0.117	 -0.104	 -0.051	 -0.119	 -0.054	  0.108	  0.201	  0.197	 -0.002	  0.059	 -0.003
             23	 -0.211	 -0.203	  0.008	  0.207	 -0.109	 -0.098	 -0.050	 -0.119	 -0.052	  0.108	  0.201	  0.199	 -0.001	  0.062	 -0.002
             24	 -0.213	 -0.210	  0.004	  0.211	 -0.108	 -0.103	 -0.051	 -0.120	 -0.054	  0.107	  0.199	  0.197	  0.001	  0.061	 -0.002
             25	 -0.224	 -0.226	 -0.002	  0.225	 -0.111	 -0.114	 -0.053	 -0.121	 -0.057	  0.104	  0.198	  0.193	  0.000	  0.052	 -0.004
             26	 -0.220	 -0.223	 -0.003	  0.222	 -0.108	 -0.113	 -0.052	 -0.119	 -0.058	  0.103	  0.198	  0.194	  0.000	  0.052	 -0.004
             27	 -0.216	 -0.220	 -0.004	  0.218	 -0.105	 -0.112	 -0.051	 -0.118	 -0.056	  0.104	  0.198	  0.195	  0.002	  0.052	 -0.004
             28	 -0.200	 -0.207	 -0.007	  0.203	 -0.096	 -0.107	 -0.046	 -0.113	 -0.050	  0.111	  0.204	  0.200	  0.003	  0.050	 -0.005
             29	 -0.197	 -0.203	 -0.005	  0.200	 -0.095	 -0.104	 -0.043	 -0.111	 -0.046	  0.114	  0.206	  0.203	  0.004	  0.051	 -0.004
             30	 -0.197	 -0.202	 -0.005	  0.199	 -0.096	 -0.103	 -0.044	 -0.108	 -0.046	  0.113	  0.205	  0.203	  0.004	  0.048	 -0.005
             31	 -0.209	 -0.199	  0.010	  0.204	 -0.110	 -0.095	 -0.041	 -0.105	 -0.044	  0.115	  0.206	  0.205	  0.002	  0.047	 -0.006
             32	 -0.238	 -0.222	  0.016	  0.231	 -0.127	 -0.103	 -0.049	 -0.113	 -0.051	  0.108	  0.199	  0.199	  0.001	  0.051	 -0.005
             33	 -0.252	 -0.237	  0.015	  0.244	 -0.134	 -0.111	 -0.051	 -0.114	 -0.052	  0.105	  0.197	  0.197	  0.001	  0.044	 -0.004
             34	 -0.238	 -0.229	  0.010	  0.234	 -0.124	 -0.110	 -0.045	 -0.112	 -0.048	  0.108	  0.200	  0.199	  0.001	  0.044	 -0.003
             35	 -0.227	 -0.218	  0.007	  0.223	 -0.117	 -0.105	 -0.044	 -0.107	 -0.046	  0.110	  0.202	  0.201	  0.002	  0.051	 -0.002
             36	 -0.234	 -0.213	  0.021	  0.224	 -0.128	 -0.096	 -0.040	 -0.103	 -0.043	  0.111	  0.204	  0.203	  0.001	  0.052	 -0.002
             37	 -0.255	 -0.233	  0.022	  0.243	 -0.138	 -0.105	 -0.045	 -0.110	 -0.049	  0.107	  0.199	  0.196	  0.002	  0.044	 -0.003
             38	 -0.247	 -0.232	  0.017	  0.239	 -0.132	 -0.108	 -0.046	 -0.111	 -0.049	  0.105	  0.198	  0.193	  0.002	  0.042	 -0.004
             39	 -0.231	 -0.215	  0.016	  0.223	 -0.123	 -0.100	 -0.045	 -0.107	 -0.044	  0.107	  0.201	  0.193	  0.002	  0.052	 -0.004
             40	 -0.230	 -0.214	  0.015	  0.222	 -0.122	 -0.100	 -0.046	 -0.107	 -0.044	  0.108	  0.200	  0.192	  0.001	  0.048	 -0.001
             41	 -0.220	 -0.216	  0.004	  0.218	 -0.112	 -0.107	 -0.049	 -0.110	 -0.046	  0.105	  0.194	  0.192	 -0.001	  0.050	 -0.001
             42	 -0.214	 -0.209	  0.005	  0.212	 -0.110	 -0.102	 -0.042	 -0.104	 -0.042	  0.113	  0.200	  0.195	 -0.003	  0.056	 -0.002
             43	 -0.214	 -0.207	  0.007	  0.211	 -0.111	 -0.100	 -0.040	 -0.102	 -0.038	  0.112	  0.199	  0.195	  0.000	  0.052	  0.001
             44	 -0.228	 -0.225	  0.003	  0.226	 -0.115	 -0.111	 -0.045	 -0.107	 -0.044	  0.105	  0.192	  0.191	  0.001	  0.046	  0.001
             45	 -0.225	 -0.226	 -0.002	  0.226	 -0.112	 -0.114	 -0.044	 -0.108	 -0.046	  0.103	  0.186	  0.188	 -0.003	  0.048	  0.001
             46	 -0.213	 -0.227	 -0.013	  0.220	 -0.100	 -0.120	 -0.049	 -0.113	 -0.050	  0.098	  0.180	  0.183	 -0.003	  0.051	  0.003
             47	 -0.201	 -0.219	 -0.018	  0.210	 -0.091	 -0.119	 -0.044	 -0.106	 -0.043	  0.105	  0.187	  0.186	 -0.002	  0.044	  0.002
             48	 -0.206	 -0.220	 -0.013	  0.213	 -0.097	 -0.117	 -0.038	 -0.104	 -0.038	  0.110	  0.190	  0.187	 -0.004	  0.044	  0.000
             49	 -0.228	 -0.238	 -0.011	  0.233	 -0.108	 -0.125	 -0.045	 -0.112	 -0.044	  0.104	  0.185	  0.180	 -0.006	  0.045	  0.003
             50	 -0.219	 -0.238	 -0.019	  0.229	 -0.100	 -0.129	 -0.047	 -0.108	 -0.046	  0.099	  0.178	  0.178	 -0.001	  0.045	  0.003
             51	 -0.215	 -0.229	 -0.013	  0.222	 -0.101	 -0.121	 -0.043	 -0.106	 -0.042	  0.101	  0.180	  0.182	 -0.001	  0.048	  0.005
             52	 -0.215	 -0.226	 -0.010	  0.221	 -0.102	 -0.118	 -0.042	 -0.105	 -0.041	  0.102	  0.181	  0.183	 -0.003	  0.044	  0.004
             53	 -0.222	 -0.228	 -0.006	  0.225	 -0.107	 -0.117	 -0.036	 -0.102	 -0.039	  0.104	  0.181	  0.182	 -0.004	  0.036	  0.003
             54	 -0.232	 -0.233	 -0.002	  0.232	 -0.115	 -0.117	 -0.038	 -0.103	 -0.037	  0.104	  0.184	  0.179	 -0.007	  0.029	  0.004
             55	 -0.228	 -0.229	 -0.001	  0.228	 -0.114	 -0.115	 -0.040	 -0.103	 -0.038	  0.104	  0.185	  0.177	 -0.006	  0.037	  0.004
             56	 -0.219	 -0.220	 -0.001	  0.220	 -0.109	 -0.111	 -0.040	 -0.100	 -0.034	  0.106	  0.187	  0.185	 -0.002	  0.043	  0.005
             57	 -0.221	 -0.223	 -0.002	  0.222	 -0.109	 -0.113	 -0.041	 -0.099	 -0.034	  0.105	  0.184	  0.188	 -0.002	  0.040	  0.005
             58	 -0.227	 -0.228	 -0.001	  0.227	 -0.113	 -0.115	 -0.041	 -0.101	 -0.038	  0.102	  0.182	  0.181	 -0.004	  0.040	  0.004
             59	 -0.227	 -0.226	  0.001	  0.226	 -0.113	 -0.113	 -0.041	 -0.101	 -0.036	  0.102	  0.181	  0.180	 -0.004	  0.041	  0.005
             60	 -0.229	 -0.227	  0.003	  0.228	 -0.116	 -0.112	 -0.038	 -0.096	 -0.032	  0.106	  0.184	  0.181	 -0.005	  0.036	  0.006
             61	 -0.232	 -0.231	  0.001	  0.232	 -0.116	 -0.116	 -0.035	 -0.090	 -0.028	  0.107	  0.185	  0.180	 -0.006	  0.040	  0.006
             62	 -0.235	 -0.235	  0.001	  0.235	 -0.118	 -0.117	 -0.035	 -0.088	 -0.029	  0.105	  0.183	  0.181	 -0.006	  0.035	  0.007
             63	 -0.224	 -0.240	 -0.017	  0.232	 -0.103	 -0.129	 -0.043	 -0.095	 -0.034	  0.100	  0.173	  0.176	 -0.004	  0.030	  0.009
             64	 -0.213	 -0.244	 -0.030	  0.229	 -0.091	 -0.138	 -0.046	 -0.096	 -0.035	  0.098	  0.171	  0.172	 -0.003	  0.033	  0.009
             65	 -0.216	 -0.242	 -0.026	  0.229	 -0.095	 -0.135	 -0.043	 -0.090	 -0.029	  0.100	  0.175	  0.174	 -0.003	  0.025	  0.008
             66	 -0.211	 -0.245	 -0.035	  0.229	 -0.088	 -0.141	 -0.043	 -0.088	 -0.028	  0.099	  0.171	  0.171	 -0.003	  0.021	  0.007
             67	 -0.212	 -0.249	 -0.036	  0.231	 -0.088	 -0.143	 -0.040	 -0.087	 -0.026	  0.100	  0.172	  0.171	 -0.003	  0.024	  0.006
             68	 -0.218	 -0.252	 -0.033	  0.235	 -0.092	 -0.142	 -0.036	 -0.083	 -0.022	  0.103	  0.174	  0.173	 -0.003	  0.024	  0.008
             69	 -0.211	 -0.253	 -0.042	  0.232	 -0.085	 -0.147	 -0.035	 -0.079	 -0.019	  0.102	  0.171	  0.168	 -0.005	  0.015	  0.011
             70	 -0.203	 -0.254	 -0.050	  0.229	 -0.076	 -0.152	 -0.038	 -0.082	 -0.023	  0.099	  0.164	  0.161	 -0.007	  0.018	  0.009
             71	 -0.201	 -0.243	 -0.042	  0.222	 -0.080	 -0.142	 -0.035	 -0.077	 -0.017	  0.103	  0.168	  0.162	 -0.007	  0.016	  0.010
             72	 -0.204	 -0.236	 -0.031	  0.220	 -0.086	 -0.134	 -0.029	 -0.067	 -0.004	  0.113	  0.172	  0.163	 -0.010	  0.009	  0.009
             73	 -0.231	 -0.262	 -0.032	  0.246	 -0.100	 -0.147	 -0.035	 -0.072	 -0.010	  0.110	  0.166	  0.155	 -0.012	  0.011	  0.008
             74	 -0.233	 -0.275	 -0.042	  0.254	 -0.096	 -0.159	 -0.042	 -0.080	 -0.018	  0.099	  0.161	  0.151	 -0.010	  0.006	  0.013
             75	 -0.217	 -0.267	 -0.049	  0.242	 -0.084	 -0.158	 -0.042	 -0.074	 -0.015	  0.102	  0.160	  0.154	 -0.007	  0.003	  0.013
             76	 -0.222	 -0.260	 -0.037	  0.241	 -0.092	 -0.149	 -0.039	 -0.070	 -0.008	  0.105	  0.164	  0.159	 -0.005	  0.004	  0.013
             77	 -0.225	 -0.260	 -0.035	  0.242	 -0.095	 -0.147	 -0.039	 -0.071	 -0.007	  0.102	  0.162	  0.155	 -0.005	  0.006	  0.013
             78	 -0.213	 -0.261	 -0.048	  0.237	 -0.083	 -0.154	 -0.042	 -0.070	 -0.008	  0.101	  0.160	  0.153	 -0.006	  0.007	  0.012
             79	 -0.208	 -0.259	 -0.050	  0.234	 -0.079	 -0.154	 -0.043	 -0.070	 -0.009	  0.097	  0.154	  0.150	 -0.007	  0.007	  0.013
             80	 -0.214	 -0.263	 -0.049	  0.238	 -0.083	 -0.156	 -0.043	 -0.067	 -0.006	  0.097	  0.153	  0.148	 -0.009	  0.000	  0.013
             81	 -0.211	 -0.266	 -0.054	  0.239	 -0.079	 -0.161	 -0.039	 -0.060	 -0.001	  0.102	  0.156	  0.150	 -0.009	 -0.004	  0.013
             82	 -0.208	 -0.270	 -0.060	  0.239	 -0.073	 -0.166	 -0.038	 -0.058	  0.002	  0.102	  0.155	  0.148	 -0.009	 -0.003	  0.015
             83	 -0.208	 -0.275	 -0.067	  0.241	 -0.070	 -0.171	 -0.040	 -0.054	  0.004	  0.101	  0.153	  0.145	 -0.009	 -0.006	  0.017
             84	 -0.210	 -0.282	 -0.071	  0.246	 -0.070	 -0.177	 -0.041	 -0.051	  0.006	  0.101	  0.150	  0.142	 -0.009	 -0.011	  0.018
             85	 -0.215	 -0.285	 -0.070	  0.250	 -0.073	 -0.177	 -0.037	 -0.044	  0.013	  0.104	  0.153	  0.148	 -0.006	 -0.015	  0.019
